date, pm25
2016/11/1, 42
2016/11/2, 54
2016/11/3, 29
2016/11/4, 18
2016/11/7, 40
2016/11/8, 34
2016/11/9, 11
2016/11/10, 12
2016/11/11, 15
2016/11/12, 26
2016/11/13, 49
2016/11/14, 41
2016/11/15, 58
2016/11/16, 52
2016/11/17, 47
2016/11/18, 35
2016/11/19, 9
2016/11/20, 12
2016/11/21, 17
2016/11/22, 24
2016/11/23, 28
2016/11/24, 18
2016/11/25, 21
2016/11/26, 19
2016/11/27, 34
2016/11/28, 20
2016/11/29, 24
2016/11/30, 21
2016/12/1, 6
2016/12/2, 11
2016/12/3, 18
2016/12/4, 36
2016/12/5, 25
2016/12/6, 40
2016/12/7, 10
2016/12/8, 10
2016/12/9, 10
2016/12/10, 18
2016/12/11, 24
2016/12/12, 41
2016/12/13, 34
2016/12/14, 19
2016/12/15, 18
2016/12/16, 45
2016/12/17, 50
2016/12/18, 32
2016/12/19, 43
2016/12/20, 38
2016/12/21, 56
2016/12/22, 43
2016/12/23, 55
2016/12/24, 59
2016/12/25, 58
2016/12/26, 36
2016/12/27, 27
2016/12/28, 44
2016/12/29, 26
2016/12/30, 26
2016/12/31, 31
2017/1/1, 48
2016/7/1, 28
2016/7/2, 39
2016/7/3, 51
2016/7/4, 61
2016/7/5, 68
2016/7/6, 47
2016/7/7, 53
2016/7/8, 53
2016/7/9, 35
2016/7/10, 46
2016/7/11, 47
2016/7/12, 51
2016/7/13, 51
2016/7/14, 44
2016/7/15, 29
2016/7/16, 35
2016/7/17, 49
2016/7/18, 51
2016/7/19, 59
2016/7/20, 53
2016/7/21, 53
2016/7/22, 45
2016/7/23, 46
2016/7/24, 48
2016/7/27, 52
2016/7/28, 59
2016/7/29, 50
2016/7/30, 34
2016/7/31, 31
2016/8/1, 27
2016/8/2, 36
2016/8/3, 46
2016/8/4, 44
2016/8/5, 19
2016/8/6, 6
2016/8/7, 9
2016/8/8, 10
2016/8/9, 18
2016/8/10, 32
2016/8/11, 44
2016/8/12, 25
2016/8/13, 22
2016/8/14, 17
2016/8/15, 25
2016/8/16, 23
2016/8/17, 34
2016/8/18, 32
2016/8/19, 19
2016/8/20, 22
2016/8/21, 9
2016/8/22, 12
2016/8/23, 18
2016/8/24, 29
2016/8/25, 25
2016/8/26, 22
2016/8/27, 30
2016/8/28, 28
2016/8/29, 33
2016/8/30, 35
2016/8/31, 15
2016/9/1, 6
2016/9/2, 14
2016/9/3, 24
2016/9/4, 26
2016/9/5, 44
2016/9/6, 53
2016/9/7, 46
2016/9/8, 28
2016/9/9, 34
2016/9/10, 20
2016/9/11, 15
2016/9/12, 17
2016/9/13, 30
2016/9/14, 21
2016/9/15, 34
2016/9/16, 42
2016/9/17, 30
2016/9/18, 25
2016/9/19, 41
2016/9/20, 22
2016/9/21, 34
2016/9/22, 56
2016/9/23, 40
2016/9/24, 35
2016/9/25, 40
2016/9/26, 27
2016/9/27, 10
2016/9/28, 17
2016/9/29, 22
2016/9/30, 17
2016/4/1, 19
2016/4/2, 19
2016/4/3, 28
2016/4/4, 20
2016/4/5, 25
2016/4/6, 37
2016/4/7, 24
2016/4/8, 17
2016/4/9, 16
2016/4/10, 27
2016/4/11, 37
2016/4/12, 27
2016/4/13, 38
2016/4/14, 47
2016/4/15, 50
2016/4/16, 55
2016/4/17, 52
2016/4/18, 49
2016/4/19, 42
2016/4/20, 44
2016/4/21, 33
2016/4/22, 37
2016/4/23, 30
2016/4/24, 46
2016/4/25, 44
2016/4/26, 37
2016/4/27, 36
2016/4/28, 49
2016/4/29, 54
2016/4/30, 52
2016/5/1, 48
2016/5/2, 20
2016/5/3, 29
2016/5/4, 28
2016/5/5, 18
2016/5/6, 36
2016/5/7, 26
2016/5/8, 43
2016/5/9, 53
2016/5/10, 58
2016/5/11, 60
2016/5/12, 46
2016/5/13, 22
2016/5/14, 18
2016/5/15, 21
2016/5/16, 28
2016/5/17, 27
2016/5/18, 33
2016/5/19, 38
2016/5/20, 39
2016/5/21, 34
2016/5/22, 47
2016/5/23, 47
2016/5/24, 41
2016/5/25, 38
2016/5/26, 36
2016/5/27, 38
2016/5/28, 43
2016/5/29, 24
2016/5/30, 33
2016/5/31, 35
2016/6/1, 48
2016/6/2, 30
2016/6/3, 39
2016/6/4, 48
2016/6/5, 36
2016/6/6, 36
2016/6/7, 22
2016/6/8, 36
2016/6/9, 45
2016/6/10, 60
2016/6/11, 47
2016/6/12, 33
2016/6/13, 34
2016/6/14, 54
2016/6/15, 49
2016/6/16, 46
2016/6/17, 51
2016/6/18, 51
2016/6/19, 58
2016/6/20, 63
2016/6/21, 36
2016/6/22, 47
2016/6/23, 48
2016/6/24, 47
2016/6/25, 47
2016/6/26, 39
2016/6/27, 28
2016/6/28, 21
2016/6/29, 27
2016/6/30, 32
2016/1/4, 13
2016/1/5, 30
2016/1/6, 36
2016/1/7, 39
2016/1/8, 48
2016/1/9, 32
2016/1/10, 13
2016/1/11, 22
2016/1/12, 37
2016/1/13, 26
2016/1/14, 37
2016/1/15, 42
2016/1/16, 21
2016/1/17, 15
2016/1/18, 18
2016/1/19, 25
2016/1/20, 40
2016/1/21, 51
2016/1/22, 42
2016/1/23, 28
2016/1/24, 43
2016/1/25, 43
2016/1/26, 28
2016/1/27, 17
2016/1/28, 23
2016/1/29, 15
2016/1/30, 32
2016/1/31, 53
2016/2/1, 47
2016/2/2, 54
2016/2/3, 30
2016/2/4, 19
2016/2/5, 34
2016/2/6, 43
2016/2/7, 25
2016/2/8, 13
2016/2/9, 14
2016/2/10, 10
2016/2/11, 14
2016/2/12, 13
2016/2/13, 9
2016/2/14, 24
2016/2/15, 43
2016/2/16, 50
2016/2/17, 31
2016/2/18, 39
2016/2/19, 29
2016/2/20, 13
2016/2/21, 17
2016/2/22, 23
2016/2/23, 34
2016/2/24, 39
2016/2/25, 12
2016/2/26, 11
2016/2/27, 31
2016/2/28, 38
2016/2/29, 14
2016/3/1, 16
2016/3/2, 19
2016/3/3, 39
2016/3/4, 31
2016/3/5, 51
2016/3/6, 44
2016/3/7, 31
2016/3/8, 33
2016/3/9, 40
2016/3/10, 34
2016/3/11, 34
2016/3/18, 37
2016/3/19, 23
2016/3/20, 18
2016/3/21, 24
2016/3/22, 40
2016/3/23, 49
2016/3/24, 23
2016/3/25, 24
2016/3/26, 48
2016/3/27, 43
2016/3/28, 29
2016/3/29, 48
2016/3/30, 33
2016/3/31, 27
2015/10/1, 26
2015/10/2, 31
2015/10/3, 21
2015/10/4, 32
2015/10/5, 49
2015/10/6, 50
2015/10/7, 53
2015/10/8, 47
2015/10/9, 36
2015/10/10, 43
2015/10/11, 35
2015/10/12, 39
2015/10/13, 20
2015/10/14, 23
2015/10/15, 25
2015/10/16, 21
2015/10/17, 19
2015/10/18, 39
2015/10/19, 28
2015/10/20, 45
2015/10/21, 56
2015/10/22, 45
2015/10/23, 41
2015/10/24, 43
2015/10/25, 33
2015/10/26, 47
2015/10/27, 30
2015/10/28, 29
2015/10/29, 19
2015/10/30, 30
2015/10/31, 35
2015/11/1, 33
2015/11/2, 38
2015/11/3, 51
2015/11/4, 56
2015/11/5, 49
2015/11/6, 30
2015/11/7, 31
2015/11/8, 44
2015/11/9, 59
2015/11/10, 61
2015/11/11, 52
2015/11/12, 31
2015/11/13, 23
2015/11/14, 38
2015/11/15, 31
2015/11/16, 38
2015/11/17, 42
2015/11/18, 33
2015/11/19, 16
2015/11/20, 11
2015/11/21, 17
2015/11/22, 25
2015/11/23, 28
2015/11/24, 60
2015/11/25, 45
2015/11/26, 37
2015/11/27, 24
2015/11/28, 15
2015/11/29, 27
2015/11/30, 32
2015/12/1, 27
2015/12/2, 27
2015/12/3, 32
2015/12/4, 42
2015/12/5, 40
2015/12/6, 56
2015/12/7, 66
2015/12/8, 50
2015/12/9, 45
2015/12/10, 23
2015/12/11, 27
2015/12/12, 71
2015/12/13, 53
2015/12/14, 28
2015/12/15, 25
2015/12/16, 32
2015/12/17, 15
2015/12/18, 17
2015/12/19, 14
2015/12/20, 35
2015/12/21, 43
2015/12/22, 47
2015/12/23, 50
2015/12/24, 30
2015/12/25, 36
2015/12/26, 35
2015/12/27, 21
2015/12/28, 26
2015/12/29, 30
2015/12/30, 37
2015/12/31, 29
2016/1/3, 16
2015/7/1, 29
2015/7/2, 29
2015/7/3, 40
2015/7/4, 76
2015/7/5, 79
2015/7/6, 65
2015/7/7, 36
2015/7/8, 35
2015/7/9, 55
2015/7/10, 56
2015/7/11, 60
2015/7/12, 55
2015/7/13, 43
2015/7/14, 38
2015/7/15, 31
2015/7/16, 40
2015/7/17, 54
2015/7/18, 44
2015/7/19, 38
2015/7/20, 35
2015/7/21, 34
2015/7/22, 34
2015/7/23, 47
2015/7/24, 53
2015/7/25, 55
2015/7/26, 52
2015/7/27, 55
2015/7/28, 60
2015/7/29, 42
2015/7/30, 35
2015/7/31, 32
2015/8/1, 36
2015/8/2, 55
2015/8/3, 42
2015/8/4, 39
2015/8/5, 43
2015/8/6, 42
2015/8/7, 44
2015/8/8, 49
2015/8/9, 62
2015/8/10, 54
2015/8/11, 34
2015/8/12, 28
2015/8/13, 38
2015/8/14, 37
2015/8/15, 42
2015/8/16, 48
2015/8/17, 53
2015/8/18, 46
2015/8/19, 37
2015/8/20, 33
2015/8/21, 42
2015/8/22, 36
2015/8/23, 43
2015/8/24, 30
2015/8/25, 28
2015/8/26, 34
2015/8/27, 49
2015/8/28, 58
2015/8/29, 59
2015/8/30, 65
2015/8/31, 68
2015/9/1, 69
2015/9/2, 66
2015/9/3, 59
2015/9/4, 51
2015/9/5, 55
2015/9/6, 60
2015/9/7, 55
2015/9/8, 63
2015/9/16, 46
2015/9/17, 51
2015/9/18, 51
2015/9/19, 36
2015/9/20, 51
2015/9/21, 36
2015/9/22, 44
2015/9/23, 47
2015/9/24, 51
2015/9/25, 50
2015/9/26, 46
2015/9/27, 39
2015/9/28, 50
2015/9/29, 42
2015/9/30, 27
2015/4/1, 54
2015/4/6, 41
2015/4/7, 54
2015/4/8, 59
2015/4/9, 62
2015/4/10, 21
2015/4/11, 27
2015/4/12, 38
2015/4/13, 27
2015/4/14, 23
2015/4/15, 30
2015/4/16, 42
2015/4/17, 67
2015/4/18, 46
2015/4/19, 32
2015/4/20, 28
2015/4/21, 22
2015/4/22, 13
2015/4/23, 22
2015/4/24, 50
2015/4/25, 43
2015/4/26, 23
2015/4/27, 18
2015/4/28, 21
2015/4/29, 29
2015/4/30, 18
2015/5/1, 34
2015/5/2, 48
2015/5/3, 44
2015/5/4, 46
2015/5/5, 40
2015/5/6, 82
2015/5/7, 57
2015/5/8, 46
2015/5/9, 40
2015/5/10, 28
2015/5/11, 40
2015/5/12, 22
2015/5/13, 20
2015/5/14, 37
2015/5/15, 49
2015/5/16, 49
2015/5/17, 41
2015/5/18, 30
2015/5/19, 19
2015/5/20, 19
2015/5/21, 24
2015/5/22, 29
2015/5/23, 32
2015/5/24, 61
2015/5/25, 42
2015/5/26, 44
2015/5/27, 36
2015/5/28, 48
2015/5/29, 50
2015/5/30, 36
2015/5/31, 22
2015/6/1, 25
2015/6/2, 40
2015/6/3, 46
2015/6/4, 59
2015/6/5, 45
2015/6/6, 45
2015/6/7, 56
2015/6/8, 49
2015/6/9, 62
2015/6/10, 59
2015/6/11, 67
2015/6/12, 51
2015/6/13, 60
2015/6/14, 49
2015/6/15, 53
2015/6/16, 45
2015/6/17, 47
2015/6/18, 62
2015/6/19, 35
2015/6/20, 49
2015/6/21, 53
2015/6/22, 72
2015/6/23, 49
2015/6/24, 52
2015/6/25, 53
2015/6/26, 58
2015/6/27, 47
2015/6/28, 52
2015/6/29, 55
2015/6/30, 53
2015/1/16, 19
2015/1/17, 44
2015/1/18, 21
2015/1/26, 24
2015/1/27, 40
2015/1/28, 48
2015/1/29, 39
2015/1/30, 17
2015/1/31, 40
2015/2/1, 36
2015/2/2, 23
2015/2/3, 48
2015/2/4, 52
2015/2/5, 31
2015/2/6, 52
2015/2/7, 56
2015/2/8, 62
2015/2/9, 22
2015/2/10, 43
2015/2/11, 42
2015/2/12, 16
2015/2/13, 29
2015/2/14, 29
2015/2/15, 19
2015/2/16, 51
2015/2/17, 37
2015/2/18, 20
2015/2/19, 23
2015/2/20, 42
2015/2/21, 61
2015/2/22, 36
2015/2/23, 25
2015/2/24, 30
2015/2/25, 20
2015/2/26, 20
2015/2/27, 33
2015/2/28, 59
2015/3/1, 54
2015/3/2, 43
2015/3/3, 44
2015/3/4, 32
2015/3/5, 24
2015/3/6, 47
2015/3/7, 46
2015/3/8, 30
2015/3/9, 51
2015/3/10, 64
2015/3/11, 56
2015/3/12, 37
2015/3/13, 45
2015/3/14, 38
2015/3/15, 34
2015/3/16, 31
2015/3/17, 19
2015/3/18, 31
2015/3/19, 31
2015/3/20, 49
2015/3/21, 39
2015/3/22, 19
2015/3/23, 34
2015/3/24, 42
2015/3/25, 50
2015/3/26, 24
2015/3/27, 16
2015/3/28, 16
2015/3/29, 28
2015/3/30, 23
2015/3/31, 37
